,P_solar,P_wind,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,price($/MWh)
10,1.0,0.959105361168148,0.9772727272727273,0.9772727272727273,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727273,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727274,0.9772727272727274,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727273,0.9772727272727274,0.9772727272727272,0.45
11,0.9844592202542324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48333333333333334
12,0.8481882194089777,0.4337547595361447,0.9772727272727273,0.9772727272727273,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727273,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727274,0.9772727272727274,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.9772727272727273,0.9772727272727273,0.9772727272727274,0.9772727272727272,0.5166666666666667
13,0.6258611298256167,0.44000820283231185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55
14,0.3735946068693338,0.44000820283231185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334
15,0.14952643362556378,0.39137327438431185,0.9318181818181821,0.931818181818182,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.9318181818181821,0.9318181818181821,0.9318181818181817,0.9318181818181817,0.931818181818182,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.931818181818182,0.931818181818182,0.931818181818182,0.931818181818182,0.931818181818182,0.931818181818182,0.9318181818181821,0.9318181818181821,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.9318181818181817,0.9318181818181821,0.9318181818181818,0.9318181818181821,0.9318181818181817,0.6333333333333333
16,0.14823122232328842,0.26923802348970577,0.9090909090909093,0.9090909090909093,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.9090909090909093,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909092,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.909090909090909,0.9090909090909092,0.9090909090909091,0.7166666666666667
17,0.0,0.14577582065762235,0.9090909090909093,0.9090909090909093,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.9090909090909093,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909093,0.9090909090909092,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.909090909090909,0.9090909090909092,0.9090909090909091,0.7833333333333333
18,0.0,0.048037208956632896,0.840909090909091,0.8409090909090909,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.8409090909090909,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090907,0.8409090909090907,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.8409090909090907,0.8409090909090907,0.840909090909091,0.8833333333333333
19,0.0,0.022720077219976008,0.8181818181818183,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818183,0.8181818181818183,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818183,0.8181818181818183,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818183,0.818181818181818,0.8181818181818183,0.8181818181818182,1.0
20,0.0,0.01705865896859076,0.8181818181818183,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818183,0.8181818181818183,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818183,0.8181818181818183,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818183,0.818181818181818,0.8181818181818183,0.8181818181818182,0.9166666666666666
21,0.0,0.004833215102986156,0.840909090909091,0.8409090909090909,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.8409090909090909,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090907,0.8409090909090907,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.840909090909091,0.8409090909090907,0.8409090909090907,0.840909090909091,0.6666666666666666
22,0.0,0.003197212963767289,0.7045454545454546,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454546,0.7045454545454546,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454546,0.7045454545454546,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454545,0.7045454545454546,0.7045454545454543,0.7045454545454546,0.7045454545454545,0.5833333333333334
23,0.0,0.0,0.36363636363636365,0.3636363636363636,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.36363636363636365,0.36363636363636365,0.3636363636363638,0.3636363636363638,0.3636363636363636,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363637,0.3636363636363637,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.3636363636363638,0.36363636363636365,0.36363636363636337,0.3636363636363637,0.3636363636363638,0.3333333333333333
